,idstd,id,a4a,a6a,a2,a4b_v4,a4b,a0,a3a,a6c,a6b,a14d,a14m,a14y,a14h,a14min,ic1,a1,a1a,a1c,a7,a7a,a7b,a11,a7c,a9,a20y,a20m,a20d,b1,b1x,b3,b3a,b2a,b2b,b2c,b2d,BGDb2a,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,BGDc18,BGDc19,BGDc20,c22b,BMGc7,BMGc8,BMGc18,BMGc23k,BMGc23l,BMGc23m,c30a,d1a1a,d1a1x,d1a6a,d1a6b,d1a6c,d1a3,d2,d2x,d20,d2a1,d2a1x,n3,d3a,d3b,d3c,d4,d5a,BGDd31,d8,d10,d11,d12a,d12b,d13,d14,d15a,BGDd16,BGDd17,BGDd18,BGDd19,BGDd20,BGDd21,BGDd22,BGDd23,BGDd24,BGDd25,BGDd26,BGDd27a,BGDd27b,BGDd27c,BGDd27d,BGDd27e,BGDd27f,d30a,d30b,BGDd30c,BGDd30d,BGDj30,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e6,e11,e30,h1,h2,h3x,h4x,h5,h6x,h7x,h8,h9,f1,f2,COVb1a,COVb1b,g6a,g1a,g2,g3,g4,BGDg5,g5a,g5b,g5bx,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5hdj,k5hdj1,k4b,n5c,n5d,k6,k7,k8,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,COVk15,k15d,k16,k17,k20a1,k21,BGDk1a,BGDk1b,BGDk1c,BGDk3a,BGDk3b,BGDk3c,BGDk3d,BGDk3e,k30,h7a,BGDj1a,j2,j3,j4,j5,j6a,j6,j7a,j7b,j10,j11,j12,j13,j14,j15,BGDj12,BGDj16,j16,BGDj21a,BGDj21b,BGDj21c,j30a,j30b,j30c,j30e,j30f,h30,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,BGDj31,BGDj32,l1,COVl2,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l6,l6a,l8,l9b,l9b1,l10,l11a,l11a1,l11b,l11b1,l12a,l12a1,BGDl14,BGDl15,BGDl16,BGDl17,BGDl18,BGDl19,SARl21,l30a,l30b,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,n2a,n2e,n2b,n2a1,n2i,n2e1,n7a,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a3b,a3c,a3,d1a2,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
10,862427,48,Food,Small,Rajshahi,Food,15,Manufacturing,Rajshahi,20,Medium,8,8,2022,19,55,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,6,30,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,2000,6,2000,20,No,No,,No,,,Yes,60,1,0,10,,No,,No,,,No,,,No,,,No,No,,No,Yes,Yes,Yes,Moderate obstacle,Manufacturing of ,Manufacturing of Rice,,,,100,8000000,Eight million,0,7800000,Seven million eight hundred thousand,7500000,100,0,0,,,,,0,0,100,0,,,,Paddy,,,10,,Yes,15,Yes,30,Yes,Yes,Moderately,Very much,Very much,Not at all,Not at all,Not at all,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Non-managers are normally not promoted,Rarely or never,Local_main product sold mostly in same municipality where establishment is located,50,No,No,No obstacle,No,,,,No,,,No,,75,60,Yes,12,100,100,No,,,No,,,,No obstacle,No,,,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No,No,No,Cash,Cash,Cash,Cash,Cash,No obstacle,Strongly agree,Strongly agree,0,Yes,1,No,No,,0,,No,,,No,,,No,No,No,Strongly agree,Strongly agree,Strongly agree,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,3,6,4,5,2,1,Too difficult or long to receive refunds,Better local services provided by the government,20,20,20,15,5,15,0,0,0,0,,0,,,,1,No,,,,,,,,,,,,,No,No obstacle,No obstacle,Electricity,8,5,6,12,10,9,11,2,1,7,4,13,14,3,15,2500000,3500000,120000,2400000,,3000000,500000,8,8,2022,20,13,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,2,No,No,City with population over 1 million,1532,1062,Rajshahi,Small (5-19),Food,Panel,8.078662,9.341323,11.586303,117
11,862428,58,Food,Medium,Dhaka City,Food,15,Manufacturing,Dhaka MA,31,Medium,1,9,2022,16,2,1,Bangladesh,Bengali,Establishment,No,,,,,,2022,6,30,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,2012,20,2012,20,No,No,,No,,,No,,,,,,No,,No,,,No,,,-7,,,No,No,,No,No,No,No,-7,Manufacturing of ,Manufacturing of Biscut,,,,100,8800000,Eight million eight hundred thousand,0,9000000,Nine million,9000000,100,0,0,,,,,0,0,100,0,,,,Wheet flour,,,20,,Yes,0,Yes,1,Yes,Yes,Moderately,Not at all,Not at all,Not at all,Not at all,Not at all,Minor obstacle,-7,-7,No obstacle,No obstacle,We fixed it but did not take further action,No,,No,,,,No,,Non-managers are normally not promoted,Within 6 months of identifying non-manager under-performance,Local_main product sold mostly in same municipality where establishment is located,20,No,Yes,Very severe obstacle,No,,,,No,,,No,,80,72,Yes,4,0,0,No,,,No,,,,Minor obstacle,No,,,No,,,No obstacle,40,60,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,No,Yes,Private commercial banks,-9,-9,Yes,No,No,No,Yes,No,-9,-9,,-9,No,No,Size of loan and maturity were insufficient,,No,No,No,No,Cash,Cash,Cash,-7,Cash,Minor obstacle,Tend to agree,Tend to agree,4,Yes,1,No,No,,0,,No,,,No,,,No,No,No,Tend to agree,-9,Tend to agree,Moderate obstacle,Minor obstacle,Minor obstacle,No obstacle,No obstacle,-7,4,3,2,6,5,1,-9,-9,31,31,31,28,3,15,10,3,0,0,,0,,,5,,No,,,,,,,,,,,,,No,No obstacle,No obstacle,-9,10,7,2,3,4,1,11,15,5,9,12,13,8,6,14,3410000,4000000,75000,3390000,,4000000,500000,1,9,2022,16,33,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,3,Yes,Yes,City with population over 1 million,1541,1071,Dhaka City,Medium (20-99),Food,Panel,6.429473,8.638032,13.417476,16
12,862429,59,Food,Small,Khulna,Food,15,Manufacturing,Khulna,25,Medium,2,8,2022,12,27,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,6,30,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,1982,5,1982,30,No,No,,No,,,Yes,0,,,-9,,No,,No,,,No,,,No,,,No,Yes,No,No,No,No,No,No obstacle,Manufacturing of ,Manufacturing of Flour,,,,100,128000000,One hundred twenty-eight million,0,126000000,One hundred twenty-six million,134000000,100,0,0,,,,,0,0,100,0,,,,Wheat,,,3,,Yes,10,No,20,No,No,Moderately,Moderately,Moderately,Moderately,Slightly,Moderately,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,Yes,Combination of short term and long term production targets,Possible to achieve with more than normal effort,Only senior managers,No,,-7,-7,National_main product sold mostly across the country where establishment is located,50,No,No,-7,No,,,,No,,,No,,75,70,No,,100,100,No,,,No,,,,No obstacle,Yes,-9,,No,,,-7,50,50,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,-9,-9,,,,,,,,,,,,,,-9,-9,,,-9,No,No,Yes,Cash,Cash,Cash,Cash,Cash,-7,Tend to agree,Tend to agree,-9,No,,,No,,-8,,No,,,No,,,No,No,No,Tend to agree,Tend to agree,Tend to agree,No obstacle,No obstacle,No obstacle,No obstacle,Major obstacle,No obstacle,5,4,3,6,1,2,-8,-9,35,35,25,25,35,22,3,2,10,10,,0,,,,0,No,,,,,,,,,,,,,No,No obstacle,No obstacle,Access to finance,15,3,1,11,14,7,4,2,8,6,5,9,13,12,10,-9,-9,-9,-9,,-9,-9,2,8,2022,12,58,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,2,No,Yes,50.000 to 250.000,1532,1062,Khulna,Small (5-19),Food,Panel,24.076464,26.69976,24.00677,154
13,862430,60,Food,Medium,Dhaka City,Food,15,Manufacturing,Dhaka MA,25,Medium,2,4,2022,19,34,1,Bangladesh,Bengali,Firm,No,,,,,,2021,12,31,Partnership,,50,Yes,100,0,0,0,No,No,,2000,22,2000,10,No,No,,No,,,No,,,,,,No,,No,,,No,,,Yes,5,Less than one hour,No,No,,No,Yes,Yes,Yes,No obstacle,Manufacturing of ,Manufacturing of  Bread,,,,60,22800000,Twenty two million and eight hundred thousand,20,9600000,Nine million six hundred thousand,26000000,100,0,0,,,,,0,5,100,0,,,,White flour,,,6,,Yes,15,No,3,Yes,No,Very much,Very much,Not at all,Not at all,Not at all,Not at all,Minor obstacle,-7,-7,No obstacle,No obstacle,-7,Yes,3-9 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with normal amount of effort,All managers and most production workers,No,,-7,-7,Local_main product sold mostly in same municipality where establishment is located,6,No,No,-7,No,,,,No,,,No,,95,54,Yes,10,100,100,No,,,No,,,,No obstacle,Yes,,12000,No,,,No obstacle,80,20,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,No,Yes,Private commercial banks,2019,450000,Yes,Yes,No,No,No,No,1000000,12,108000,0,No,No,No need for a loan - establishment had sufficient capital,,No,No,Yes,No,Cash,Cash,Cash,-7,Cash,No obstacle,-7,-7,0,No,,,No,,-8,,No,,,No,,,No,No,Yes,Strongly agree,-9,-9,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,1,2,5,4,3,6,-8,Higher thresholds for non-taxable income,25,20,30,23,2,15,8,0,0,0,,0,,,,5,No,,,,,,,,,,,,,-7,Moderate obstacle,Moderate obstacle,Practices of competitors in the informal sector,1,3,2,15,6,11,13,8,7,12,4,14,9,10,5,3000000,15000000,240000,3600000,,400000,500000,2,4,2022,20,57,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,2,Yes,Yes,City with population over 1 million,1541,1071,Dhaka City,Medium (20-99),Food,Panel,6.429473,8.638032,13.417476,16
14,862431,64,Food,Medium,Rajshahi,Food,15,Manufacturing,Rajshahi,11,Small,28,3,2022,16,44,1,Bangladesh,Bengali,Firm,No,,,,,,2021,12,31,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,2016,11,2016,8,No,No,,No,,,Yes,72,1,0,10,,No,,No,,,No,,,No,,,No,No,,No,No,No,No,No obstacle,Manufacturing of ,Manufacturing of Wheat boom,,,,60,25000000,Twenty five million,5,26000000,Twenty-six million,24000000,100,0,0,,,,,0,10,100,0,,,,Wheat,,,4,,Yes,0,Yes,50,No,Yes,Slightly,Moderately,Very much,Moderately,Not at all,Slightly,Moderate obstacle,-7,-7,No obstacle,No obstacle,No action was taken,No,,No,,,,No,,Promotions were based solely on performance and ability,-7,Local_main product sold mostly in same municipality where establishment is located,25,No,Yes,Minor obstacle,No,,,,No,,,No,,75,42,Yes,12,100,100,No,,,No,,,,No obstacle,Yes,2,,Yes,10,,No obstacle,0,100,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,No,Yes,Private commercial banks,2017,-9,Yes,Yes,No,No,No,No,-9,1,-9,-9,No,No,Size of loan and maturity were insufficient,,Yes,No,No,No,Cash,Cheque,Cheque,Cash,Cash,Minor obstacle,Tend to agree,Tend to agree,5,No,,,No,,0,,No,,,No,,,No,No,No,Tend to agree,Tend to agree,Tend to agree,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,6,3,4,1,5,2,0,Increased ease of paying taxes,5,5,7,2,3,2,0,0,0,2,,0,,,60,,No,,,,,,,,,,,,,-7,No obstacle,No obstacle,Political instability,4,12,14,9,6,7,5,3,8,10,13,1,2,15,11,650000,18000000,300000,1300000,,20800000,30000000,28,3,2022,17,55,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,No,No,Over 250.000 to 1 million,1533,1080,Rajshahi,Medium (20-99),Food,Panel,10.64418,12.129721,10.203993,131
15,862432,66,Food,Medium,Rajshahi,Food,15,Manufacturing,Rajshahi,5,Small,31,7,2022,11,37,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,6,30,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,1995,20,1995,15,No,No,,No,,,Yes,30,0,30,20,,No,,No,,,No,,,No,,,No,No,,No,Yes,Yes,Yes,Minor obstacle,Manufacturing of ,Manufacturing of Biscut,,,,70,1200000,One million two hundred thousand,0,1300000,One million three hundred thousand,1500000,100,0,0,,,,,0,10,100,0,,,,Wheet flour,,,8,,Yes,15,Yes,20,Yes,Yes,Very much,Very much,Very much,Not at all,Not at all,Not at all,No obstacle,No obstacle,-7,No obstacle,No obstacle,We fixed it but did not take further action,No,,Yes,Main focus was on long-term (one year or more) production targets,Targets were not achieved,All managers and most production workers,Yes,Their own performance,Non-managers are normally not promoted,Rarely or never,Local_main product sold mostly in same municipality where establishment is located,25,No,No,No obstacle,No,,,,No,,,No,,100,60,Yes,24,0,0,No,,,No,,,,No obstacle,No,,,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No,No,No,Cash,Cash,Cash,Cash,Cash,No obstacle,Strongly agree,Strongly agree,0,Yes,1,No,No,,0,,No,,,No,,,No,No,No,Strongly agree,Strongly agree,Strongly agree,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,6,2,5,4,3,1,Too many inspections or audits,Fewer number of taxes,5,5,5,5,0,5,0,0,2,0,,2,0,1,,0,No,,,,,,,,,,,,,No,No obstacle,No obstacle,Access to finance,11,4,5,8,6,2,1,14,3,9,13,7,12,10,15,600000,400000,36000,600000,,450000,200000,31,7,2022,12,9,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,2,No,No,City with population over 1 million,1541,1071,Rajshahi,Medium (20-99),Food,Panel,25.166218,28.268291,28.305128,131
16,862433,80,Food,Small,Chattogram,Food,15,Manufacturing,Dhaka MA,20,Medium,21,6,2022,20,54,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,6,30,Partnership,,40,Yes,100,0,0,0,No,No,,1957,5,2000,10,No,No,,No,,,Yes,7,1,0,5,,No,,No,,,No,,,-7,,,No,No,,No,No,No,No,Moderate obstacle,Manufacturing of ,Manufacturing of  Bread,,,,100,8000000,Eight million,0,8000000,Eight million,8000000,100,0,0,,,,,0,0,100,0,,,,White flour,,,8,,Yes,15,No,0,No,No,Not at all,Not at all,Not at all,Not at all,Slightly,Not at all,No obstacle,No obstacle,No obstacle,Moderate obstacle,Minor obstacle,-7,No,,No,,,,No,,-7,-7,Local_main product sold mostly in same municipality where establishment is located,15,No,No,No obstacle,No,,,,No,,,No,,70,72,Yes,4,0,0,No,,,No,,,,No obstacle,No,,,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,,No,Yes,,-6,No,No,No,No,Cash,Cash,Cash,-7,Cash,No obstacle,Tend to disagree,Tend to disagree,60,No,,,No,,0,,No,,,No,,,No,No,No,Tend to agree,Tend to agree,Tend to agree,Moderate obstacle,Minor obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,6,1,5,2,4,3,Tax officials are corrupt,Higher thresholds for non-taxable income,20,20,20,18,2,18,0,0,1,0,,0,,,,0,No,,,,,,,,,,,,,No,No obstacle,No obstacle,Tax administration,8,5,6,12,10,9,11,2,1,7,4,13,14,3,15,2400000,-9,120000,2400000,,-9,1000000,21,6,2022,21,48,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,3,Yes,Yes,City with population over 1 million,1541,1071,Chittagong,Small (5-19),Food,Panel,9.078421,13.581663,19.207188,72
17,862434,82,Food,Medium,Sylhet,Food,15,Manufacturing,Sylhet,34,Medium,4,8,2022,16,19,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,12,31,Partnership,,40,Yes,100,0,0,0,No,Yes,25,1989,30,1989,20,No,No,,No,,,Yes,90,1,0,15,,No,,No,,,No,,,-7,,,No,No,,No,Yes,No,No,Very severe obstacle,Manufacturing of ,Manufacturing of Biscut,,,,100,15000000,Fifteen million,0,12000000,Twelve million,12000000,100,0,0,,,,,0,5,100,0,,,,Wheet flour,,,5,,Yes,15,Yes,0,Yes,Yes,Very much,Very much,Very much,Not at all,Not at all,Very much,No obstacle,-7,-7,Very severe obstacle,No obstacle,-7,Yes,1-2 production performance indicators,Yes,Main focus was on long-term (one year or more) production targets,Possible to achieve with more than normal effort,Only senior managers,Yes,Their own performance,-7,-7,Local_main product sold mostly in same municipality where establishment is located,-4,No,No,No obstacle,No,,,,No,,,No,,70,60,Yes,20,100,100,No,,,No,,,,Very severe obstacle,Yes,,120000,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,,-9,-9,,,No,No,Yes,Yes,Cash,Cash,-7,-7,Cash,Very severe obstacle,Strongly disagree,-9,1,Yes,2,No,No,,0,,No,,,No,,,No,No,No,Strongly agree,-9,Strongly agree,Very severe obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,3,5,2,1,6,4,-9,-9,35,35,35,30,5,22,5,3,0,0,,0,,,,2,No,,,,,,,,,,,,,No,No obstacle,Major obstacle,Access to finance,15,6,7,3,13,11,10,9,14,1,5,8,2,4,12,4480000,7000000,600000,4480000,,6500000,3000000,4,8,2022,17,7,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with different managers/staff,1,0,1,No,No,City with population over 1 million,1541,1071,Sylhet,Medium (20-99),Food,Panel,2.105738,2.3039832,2.9265487,190
18,862435,84,Food,Medium,Khulna,Food,15,Manufacturing,Khulna,15,Small,8,4,2022,13,2,1,Bangladesh,Bengali,Firm,No,,,,,,2021,6,30,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,2013,15,2013,8,No,No,,No,,,Yes,1,1,0,-9,,No,,No,,,No,,,No,,,No,Yes,No,No,Yes,Yes,No,No obstacle,Manufacturing of ,Manufacturing of wheat flour,,,,80,15000000,Fifteen million,0,14000000,Fourteen million,13000000,100,0,0,,,,,0,0,100,0,,,,Wheat,,,5,,No,8,No,5,No,No,Slightly,Not at all,Not at all,Not at all,Not at all,Not at all,No obstacle,-7,-7,Minor obstacle,No obstacle,We fixed it but did not take further action,No,,Yes,Combination of short term and long term production targets,Only possible to achieve with extraordinary effort,Only senior managers,No,,Non-managers are normally not promoted,Rarely or never,National_main product sold mostly across the country where establishment is located,10,No,No,No obstacle,No,,,,No,,,No,,60,54,No,,0,0,No,,,No,,,,No obstacle,Yes,,168000,No,,,No obstacle,50,50,0,0,0,Yes,50000,0,100,,0,,0,,0,,0,,0,,Yes,45000,0,Yes,No,Yes,Private commercial banks,2021,30000000,Yes,Yes,No,No,No,No,50000000,1,30000000,30000000,No,Yes,,Application was approved in full,No,No,No,No,Cash,Cash,Cash,-7,Cash,No obstacle,Tend to agree,Tend to agree,1,No,,,No,,0,,No,,,No,,,No,No,No,Tend to agree,Tend to disagree,Tend to disagree,Minor obstacle,No obstacle,Minor obstacle,Minor obstacle,No obstacle,No obstacle,5,1,4,6,2,3,Too difficult or long to receive refunds,Higher thresholds for non-taxable income,15,15,15,11,4,11,0,0,0,0,,0,,,,3,No,,,,,,,,,,,,,-7,No obstacle,No obstacle,Practices of competitors in the informal sector,9,12,11,6,2,5,15,4,14,7,10,3,13,8,1,1600000,10000000,1200000,1500000,,12500000,40000000,8,4,2022,14,17,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,2,No,No,50.000 to 250.000,1532,1062,Khulna,Medium (20-99),Food,Panel,6.6018023,7.5542917,6.0447106,165
19,862436,89,Food,Medium,Sylhet,Food,15,Manufacturing,Sylhet,130,Large,20,4,2022,16,35,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,6,30,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,1993,-9,2000,10,No,No,,No,,,Yes,2,1,30,-9,,Yes,5,No,,,No,,,No,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Minor obstacle,Manufacturing of ,Manufacturing of Vermicelli,,,,30,75000000,Seventy five million,0,90000000,Ninety million,-9,80,20,0,,,,2015,0,0,100,0,,,,White flour,,,20,,Yes,20,No,10,Yes,Yes,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Minor obstacle,-7,-7,Minor obstacle,Minor obstacle,-7,No,,Yes,Combination of short term and long term production targets,Possible to achieve with more than normal effort,Most managers and some production workers,Yes,Their team's or shift performance,Promotions were based solely on performance and ability,After 6 months of identifying non-manager under-performance,National_main product sold mostly across the country where establishment is located,-4,No,No,Moderate obstacle,No,,,,No,,,No,,80,72,Yes,8,100,100,No,,,No,,,,No obstacle,Yes,-9,,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,Yes,-9,-9,Yes,No,Yes,Private commercial banks,2019,-9,Yes,Yes,No,No,No,No,100000000,-9,,-9,No,No,No need for a loan - establishment had sufficient capital,,No,No,No,No,Cheque,Cheque,Cheque,-7,Cheque,Minor obstacle,Tend to disagree,Tend to disagree,-9,Yes,1,No,No,,0,,No,,,No,,,No,No,No,Tend to agree,-9,Tend to disagree,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,1,5,2,6,3,4,Tax procedures are too complicated,Fewer number of taxes,130,130,180,110,20,20,35,55,30,7,,0,,,70,,Yes,20,,10,,,,Yes,"Personal development training such as working in a team, time-use, leadership, handling stress",In-house training staff,Yes,"Personal development training such as working in a team, time-use, leadership, handling stress",In-house training staff,No,No obstacle,Moderate obstacle,Inadequately educated workforce,12,4,7,10,15,8,5,3,14,2,11,1,6,13,9,18000000,40000000,6000000,18000000,,60000000,250000000,20,4,2022,17,47,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,3,No,No,Over 250.000 to 1 million,1544,1074,Sylhet,Medium (20-99),Food,Panel,2.0017796,2.3569734,2.7100956,190
20,862437,90,Food,Small,Rajshahi,Food,15,Manufacturing,Rajshahi,20,Medium,31,7,2022,12,53,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,12,31,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,1975,30,1975,30,No,No,,No,,,Yes,60,0,30,5,,No,,No,,,No,,,-7,,,No,No,,No,Yes,Yes,Yes,Moderate obstacle,Manufacturing of ,Manufacturing of Biscut,,,,50,10000000,Ten million,0,9500000,Nine million five hundred thousand,9200000,100,0,0,,,,,0,8,100,0,,,,Wheet flour,,,2,,Yes,4,Yes,20,Yes,Yes,Very much,Very much,Extremely,Not at all,Not at all,Not at all,No obstacle,No obstacle,-7,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,Yes,3-9 production performance indicators,No,,,,Yes,Their own performance,Promotions were based solely on performance and ability,Rarely or never,Local_main product sold mostly in same municipality where establishment is located,30,No,No,No obstacle,No,,,,No,,,No,,80,144,Yes,1,0,0,No,,,No,,,,No obstacle,Yes,,120000,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No,No,No,Cash,Cash,Cash,Cash,Cash,No obstacle,Strongly agree,Strongly agree,0,Yes,5,No,No,,0,,No,,,No,,,No,No,No,Strongly agree,Strongly agree,Strongly agree,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,2,1,3,6,5,4,0,Increased ease of paying taxes,20,20,20,18,2,2,10,6,8,0,,0,,,,5,No,,,,,,,,,,,,,No,No obstacle,No obstacle,Access to finance,5,8,11,9,4,15,13,2,3,7,14,10,1,6,12,2640000,5000000,200000,2640000,,5500000,1000000,31,7,2022,13,32,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,No,No,City with population over 1 million,1541,1071,Rajshahi,Small (5-19),Food,Panel,34.130463,35.01562,30.04365,117
21,862438,92,Food,Medium,Rajshahi,Food,15,Manufacturing,Rajshahi,5,Small,28,3,2022,13,32,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,12,31,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,1990,4,1990,40,No,No,,No,,,Yes,7,1,0,15,,No,,No,,,No,,,No,,,No,Yes,No,No,No,Yes,Yes,Very severe obstacle,Manufacturing of ,Manufacturing of Cake of maize,,,,70,1300000,One million and three hundred thousand,0,1000000,One million,480000,100,0,0,,,,,0,10,100,0,,,,Maize,,,5,,Yes,20,No,30,Yes,Yes,Moderately,Moderately,Very much,Not at all,Not at all,Moderately,Major obstacle,No obstacle,No obstacle,Moderate obstacle,Major obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",No,,Yes,Main focus was on short-term (less than one year) production targets,Possible to achieve with normal amount of effort,Only senior managers,Yes,Their own performance,Promotions were based solely on performance and ability,Rarely or never,National_main product sold mostly across the country where establishment is located,6,No,No,Major obstacle,No,,,,No,,,No,,60,72,Yes,12,80,80,No,,,No,,,,Moderate obstacle,Yes,5,,No,,,Minor obstacle,30,70,0,0,0,Yes,200000,0,0,,0,,100,,0,,0,,0,,No,,,Yes,No,Yes,State-owned banks or government agency,2021,5000000,Yes,Yes,No,No,No,No,10000000,1,2500000,3500000,No,No,No need for a loan - establishment had sufficient capital,,No,No,No,No,Cash,Cash,Cash,Cash,Cash,Major obstacle,Tend to agree,Tend to agree,2,Yes,1,No,No,,0,,No,,,No,,,No,No,Yes,Tend to agree,Tend to agree,Tend to agree,No obstacle,Minor obstacle,Major obstacle,Moderate obstacle,Major obstacle,No obstacle,5,6,2,3,4,1,Tax procedures are too complicated,Fewer number of taxes,5,4,4,3,2,1,1,1,2,0,,0,,,0,,No,,,,,,,,,,,,,No,Moderate obstacle,Major obstacle,Inadequately educated workforce,5,8,11,9,4,15,13,2,3,7,14,10,1,6,12,650000,200000,300000,300000,,150000,2000000,28,3,2022,14,46,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,No,No,City with population over 1 million,1514,1040,Rajshahi,Medium (20-99),Food,Panel,10.64418,12.129721,10.203993,131
